CoverageField11A,674
CoverageField11B,697
CoverageField1A,211
CoverageField1B,236
CoverageField2A,175
CoverageField2B,193
CoverageField3A,521
CoverageField3B,556
CoverageField4A,216
CoverageField4B,267
CoverageField5A,236
CoverageField5B,61
CoverageField6A,323
CoverageField6B,110
CoverageField8,421
CoverageField9,526
DayOfWeek,1016
Field10,192
Field11,147
Field12,39
Field6,85
Field7,647
Field8,578
Field9,87
GeographicField11A,42
GeographicField11B,228
GeographicField12A,62
GeographicField12B,107
GeographicField13A,34
GeographicField13B,140
GeographicField14B,206
GeographicField15A,119
GeographicField15B,175
GeographicField16A,125
GeographicField16B,84
GeographicField17A,229
GeographicField17B,348
GeographicField18A,14
GeographicField18B,759
GeographicField19A,256
GeographicField19B,272
GeographicField1A,541
GeographicField1B,592
GeographicField20A,299
GeographicField20B,357
GeographicField21A,16
GeographicField21B,339
GeographicField22A,9
GeographicField22B,147
GeographicField23A,6
GeographicField23B,345
GeographicField24A,292
GeographicField24B,240
GeographicField25A,181
GeographicField25B,204
GeographicField26A,197
GeographicField26B,151
GeographicField27A,193
GeographicField27B,233
GeographicField28A,545
GeographicField28B,556
GeographicField29A,641
GeographicField29B,561
GeographicField2A,428
GeographicField2B,327
GeographicField30A,448
GeographicField30B,550
GeographicField31A,744
GeographicField31B,548
GeographicField32A,578
GeographicField32B,526
GeographicField33A,549
GeographicField33B,521
GeographicField34A,494
GeographicField34B,471
GeographicField35A,601
GeographicField35B,637
GeographicField36A,438
GeographicField36B,574
GeographicField37A,618
GeographicField37B,733
GeographicField38A,551
GeographicField38B,470
GeographicField39A,748
GeographicField39B,607
GeographicField3A,538
GeographicField3B,447
GeographicField40A,349
GeographicField40B,425
GeographicField41A,151
GeographicField41B,341
GeographicField42A,501
GeographicField42B,474
GeographicField43A,343
GeographicField43B,521
GeographicField44A,456
GeographicField44B,414
GeographicField45A,284
GeographicField45B,405
GeographicField46A,437
GeographicField46B,398
GeographicField47A,244
GeographicField47B,337
GeographicField48A,390
GeographicField48B,312
GeographicField49A,448
GeographicField49B,462
GeographicField4A,691
GeographicField4B,581
GeographicField50A,480
GeographicField50B,449
GeographicField51A,448
GeographicField51B,352
GeographicField52A,319
GeographicField52B,316
GeographicField53A,464
GeographicField53B,390
GeographicField54A,696
GeographicField54B,437
GeographicField55A,418
GeographicField55B,398
GeographicField56A,11
GeographicField56B,744
GeographicField57A,704
GeographicField57B,663
GeographicField58A,733
GeographicField58B,612
GeographicField59A,715
GeographicField59B,528
GeographicField5A,24
GeographicField5B,276
GeographicField60A,20
GeographicField60B,646
GeographicField61A,13
GeographicField61B,888
GeographicField62A,17
GeographicField62B,791
GeographicField63,10
GeographicField64,6
GeographicField6A,77
GeographicField6B,227
GeographicField7A,126
GeographicField7B,125
GeographicField8A,51
GeographicField8B,98
GeographicField9A,170
GeographicField9B,228
Month,929
PersonalField1,158
PersonalField10A,1055
PersonalField10B,1042
PersonalField11,196
PersonalField12,229
PersonalField13,180
PersonalField14,476
PersonalField15,549
PersonalField16,1138
PersonalField17,860
PersonalField18,547
PersonalField19,531
PersonalField2,174
PersonalField22,44
PersonalField23,30
PersonalField24,47
PersonalField25,48
PersonalField26,129
PersonalField27,263
PersonalField28,60
PersonalField29,37
PersonalField30,32
PersonalField31,56
PersonalField32,17
PersonalField33,34
PersonalField34,11
PersonalField35,8
PersonalField36,6
PersonalField37,2
PersonalField38,13
PersonalField39,1
PersonalField40,1
PersonalField41,1
PersonalField42,2
PersonalField44,28
PersonalField45,38
PersonalField46,23
PersonalField47,21
PersonalField48,10
PersonalField49,2
PersonalField4A,1006
PersonalField4B,819
PersonalField5,160
PersonalField51,1
PersonalField52,2
PersonalField54,10
PersonalField55,7
PersonalField56,10
PersonalField57,12
PersonalField58,3
PersonalField59,13
PersonalField6,88
PersonalField60,5
PersonalField61,26
PersonalField62,11
PersonalField63,5
PersonalField64,2
PersonalField7,15
PersonalField72,1
PersonalField74,37
PersonalField75,36
PersonalField76,24
PersonalField77,32
PersonalField78,8
PersonalField79,62
PersonalField80,42
PersonalField81,59
PersonalField82,178
PersonalField83,14
PersonalField84,259
PersonalField9,383
PropertyField10,7
PropertyField11A,18
PropertyField11B,162
PropertyField12,219
PropertyField13,304
PropertyField14,202
PropertyField15,275
PropertyField16A,493
PropertyField16B,571
PropertyField17,234
PropertyField18,208
PropertyField19,205
PropertyField1A,828
PropertyField1B,542
PropertyField21A,108
PropertyField21B,156
PropertyField22,9
PropertyField23,190
PropertyField24A,522
PropertyField24B,594
PropertyField25,197
PropertyField26A,659
PropertyField26B,655
PropertyField27,413
PropertyField28,72
PropertyField29,161
PropertyField2A,11
PropertyField2B,1109
PropertyField3,108
PropertyField30,36
PropertyField31,423
PropertyField32,106
PropertyField33,435
PropertyField34,245
PropertyField35,236
PropertyField36,35
PropertyField37,106
PropertyField38,34
PropertyField39A,797
PropertyField39B,729
PropertyField4,71
PropertyField7,501
PropertyField8,82
SalesField10,506
SalesField11,478
SalesField12,456
SalesField13,58
SalesField14,78
SalesField15,58
SalesField1A,796
SalesField1B,1110
SalesField2A,472
SalesField2B,871
SalesField3,306
SalesField4,403
SalesField5,452
SalesField6,795
SalesField7,1042
SalesField8,2246
SalesField9,68
Year,221
